"title","type","release_year","age_certification","runtime","seasons","imdb_score","imdb_votes","tmdb_popularity","tmdb_score","main_genre","country"
"Kanavu Variyam","MOVIE",2017,"G",118,NA,6.4,144,1.262,7,"scifi","India"
"We Speak Dance","SHOW",2018,"TV-MA",22,1,7.5,148,1.663,8.3,"documentation","USA"
"Simplemente Manu NNa","MOVIE",2017,NA,71,NA,5.5,50,1.285,3.8,"comedy","Mexico"
"For the Broken Hearted","MOVIE",2018,NA,92,NA,6.7,94,1.595,2,"drama","Philippines"
"King of Peking","MOVIE",2017,NA,88,NA,6.4,364,2.237,6.2,"comedy","USA"
"Babamın Ceketi","MOVIE",2018,NA,100,NA,4.9,854,0.846,5.1,"comedy","Turkey"
"Until Midnight","MOVIE",2018,"R",78,NA,6.9,717,0.718,NA,"drama","Other"
"Beat Bugs: All Together Now","MOVIE",2017,NA,50,NA,NA,NA,3.844,5.6,"animation","USA"
"Fakkah Fuzz: Almost Banned","MOVIE",2018,NA,60,NA,4.3,56,1.382,4.5,"comedy",NA
"Vir Das: Losing It","MOVIE",2018,"PG-13",67,NA,7,1238,3.413,7.7,"comedy","USA"
"What Did I Mess","MOVIE",2018,"PG-13",100,NA,7.1,695,1.534,6,"romance","Other"
"YG Future Strategy Office","SHOW",2018,"TV-MA",27,1,6.9,204,3.381,7.1,"comedy","Korea"
"Al-Khawaga's Dilemma","MOVIE",2018,NA,110,NA,NA,NA,0.84,6,"drama","Other"
"Dilan 1990","MOVIE",2018,NA,109,NA,7,3294,3.248,7.5,"romance","Indonesia"
"Ascharya Fuck It","MOVIE",2018,NA,90,NA,5.4,904,3.931,5.3,"thriller","India"
"Fary Is the New Black","MOVIE",2018,NA,74,NA,5.8,132,4.436,6.9,"comedy","France"
"Brij Mohan Amar Rahe!","MOVIE",2018,NA,100,NA,7,3759,1.758,5.3,"comedy","India"
"W. Kamau Bell: Private School Negro","MOVIE",2018,NA,65,NA,6.4,770,1.961,6.3,"comedy","USA"
"Pandigai","MOVIE",2017,"R",150,NA,6.3,285,1.814,6.5,"thriller","India"
"The Bridge","MOVIE",2017,NA,115,NA,5.6,36,0.6,NA,"romance","Canada"
"Hajwala 2: Mysterious Mission","MOVIE",2018,"PG-13",115,NA,4,91,0.679,5,"action","Other"
"Satria Heroes: Revenge of the Darkness","MOVIE",2017,NA,92,NA,4.4,69,NA,NA,"drama","Indonesia"
"Fan of Amoory","MOVIE",2018,"G",91,NA,5.9,35,NA,NA,"drama","Other"
"Bogda","MOVIE",2018,NA,160,NA,7.2,52,2.095,7.5,"drama","India"
"Rise: Ini Kalilah","MOVIE",2018,NA,102,NA,5.1,40,1.094,7.5,"drama","Other"
"What She Put on the Table","SHOW",2017,"TV-14",85,1,7.3,30,0.6,1,"drama","Taiwan"
"Meghnadbodh Rohoshyo","MOVIE",2017,NA,122,NA,6.3,491,1.08,5.4,"thriller","India"
"The Suit","MOVIE",2018,NA,96,NA,5.4,1608,2.828,7.1,"comedy","Other"
"Afronta!","SHOW",2017,"TV-PG",0,1,7.4,8,0.6,NA,"documentation","Brazil"
"Finally Found Someone","MOVIE",2017,NA,118,NA,5.7,229,5.626,6.2,"comedy","Philippines"
"Super Monsters Save Halloween","MOVIE",2018,NA,24,NA,5.4,27,4.147,6.6,"animation","USA"
"Elf Pets: Santa's St. Bernards Save Christmas","MOVIE",2018,"G",26,NA,5.3,95,1.17,2,"animation","USA"
"Catch.er","MOVIE",2017,NA,81,NA,4.5,30,0.84,6,"crime","Nigeria"
"Panoptic","MOVIE",2017,NA,79,NA,6.2,59,0.635,5,"documentation","Other"
"Komola Rocket","MOVIE",2018,NA,95,NA,7.4,1017,1.138,6,"drama","Other"
"Lara and the Beat","MOVIE",2018,NA,137,NA,6.7,146,0.936,NA,"drama","Nigeria"
"Luna Petunia Return to Amazia","SHOW",2018,"TV-Y",24,2,4.8,48,0.858,6,"animation","USA"
"Si Doel the Movie","MOVIE",2018,NA,85,NA,6.9,415,2.492,7.4,"drama","Indonesia"
"Bahasha","MOVIE",2018,NA,85,NA,7,23,NA,NA,"drama","Other"
"Little Miss Sumo","MOVIE",2018,NA,18,NA,NA,NA,3.403,5.8,"documentation","Japan"
"Russian Doll","SHOW",2019,"TV-MA",28,2,7.8,88945,31.225,7.6,"drama","USA"
"The Gentlemen","MOVIE",2019,"R",113,NA,7.8,314049,67.663,7.7,"comedy","USA"
"Bridgerton","SHOW",2020,"TV-MA",62,4,7.3,122036,206.258,8.2,"drama","USA"
"Demon Slayer: Kimetsu no Yaiba","SHOW",2019,"TV-MA",25,3,8.7,88265,131.109,8.8,"animation","Japan"
"Sex Education","SHOW",2019,"TV-MA",52,4,8.3,251168,309.755,8.4,"drama","UK"
"After Life","SHOW",2019,"TV-MA",28,3,8.5,124972,18.619,7.9,"comedy","UK"
"Love, Death & Robots","SHOW",2019,"TV-MA",13,3,8.4,131937,100.876,8.2,"scifi","USA"
"The Umbrella Academy","SHOW",2019,"TV-14",52,3,8,202522,172.491,8.7,"comedy","USA"
"The Witcher","SHOW",2019,"TV-MA",58,2,8.2,465949,118.384,8.2,"scifi","USA"
"The Rental","MOVIE",2020,"R",88,NA,5.7,29201,41.428,5.6,"thriller","USA"
"Uncut Gems","MOVIE",2019,"R",130,NA,7.4,261956,24.948,7.1,"drama","USA"
"Space Force","SHOW",2020,"TV-MA",30,2,6.7,61739,30.856,6.6,"comedy","USA"
"Formula 1: Drive to Survive","SHOW",2019,"TV-MA",38,6,8.6,36661,40.216,8.4,"documentation","UK"
"365 Days","MOVIE",2020,NA,114,NA,3.3,80198,112.545,7,"romance","Other"
"The Queen's Gambit","SHOW",2020,"TV-MA",56,1,8.6,406350,104.215,8.6,"drama","USA"
"Selling Sunset","SHOW",2019,"TV-MA",35,5,6.5,5482,21.635,6.8,"reality","USA"
"Dead to Me","SHOW",2019,"TV-MA",31,2,8,73110,26.891,7.3,"drama","USA"
"I Think You Should Leave with Tim Robinson","SHOW",2019,"TV-MA",16,3,7.9,11411,21.408,6.4,"comedy","USA"
"The Last Dance","SHOW",2020,"TV-MA",50,1,9.1,108321,24.459,8.2,"documentation","USA"
"The Stranger","SHOW",2020,"TV-MA",45,1,7.3,46564,12.988,7.5,"crime","UK"
"Emily in Paris","SHOW",2020,"TV-MA",29,2,6.9,84302,45.54,8,"drama","USA"
"Unbelievable","SHOW",2019,"TV-MA",48,1,8.4,95658,26.019,8.1,"drama","USA"
"ULTRAMAN","SHOW",2019,"TV-14",24,3,6.8,2025,34.384,7.4,"scifi","Japan"
"Jurassic World: Camp Cretaceous","SHOW",2020,"TV-PG",24,4,7.5,7423,106.781,8,"action","USA"
"Virgin River","SHOW",2019,"TV-14",44,3,7.4,34797,39.802,8,"drama","USA"
"Outer Banks","SHOW",2020,"TV-MA",49,2,7.5,43404,48.11,8.7,"action","USA"
"Locke & Key","SHOW",2020,"TV-14",48,3,7.4,72031,39.805,8.1,"scifi","USA"
"Rambo: Last Blood","MOVIE",2019,"R",101,NA,6.1,95013,80.773,6.5,"thriller","USA"
"The Circle","SHOW",2020,"TV-MA",52,5,7.3,6380,11.315,7.7,"reality","USA"
"Freaks","MOVIE",2019,"R",105,NA,6.7,34111,40.382,6.8,"scifi","USA"
"The King","MOVIE",2019,"R",140,NA,7.3,119020,23.761,7.2,"drama","Australia"
"Are You Afraid of the Dark?","SHOW",2019,"TV-PG",44,2,7.1,2151,75.625,7.5,"thriller","USA"
"I'm Thinking of Ending Things","MOVIE",2020,"R",134,NA,6.6,79921,18.733,6.6,"thriller","USA"
"In the Dark","SHOW",2019,"TV-14",41,4,7.7,10927,20.694,8,"comedy","USA"
"Young Wallander","SHOW",2020,"TV-MA",45,2,6.8,11039,220.105,7.2,"crime","UK"
"The Devil All the Time","MOVIE",2020,"R",138,NA,7.1,122321,31.57,7.3,"drama","USA"
"Tuca & Bertie","SHOW",2019,"TV-MA",24,2,7.3,6724,14.9,7.1,"comedy","USA"
"My Octopus Teacher","MOVIE",2020,NA,84,NA,8.1,51232,19.276,8,"documentation","Other"
"The Irishman","MOVIE",2019,"R",209,NA,7.8,371209,19.74,7.6,"drama","USA"
"Synchronic","MOVIE",2019,"R",102,NA,6.2,28617,11.441,6.3,"horror","USA"
"Hillbilly Elegy","MOVIE",2020,"R",116,NA,6.7,40703,10.655,6.8,"drama","USA"
"Feel Good","SHOW",2020,"TV-MA",25,2,7.5,10317,21.662,7.4,"drama","UK"
"Top Boy","SHOW",2019,"TV-MA",44,3,NA,NA,34.043,8.4,"drama","UK"
"21 Bridges","MOVIE",2019,"R",99,NA,6.6,64117,26.217,6.8,"action","USA"
"Love Is Blind","SHOW",2020,"TV-MA",54,5,6.1,7655,1.4,7.8,"reality","USA"
"Marriage Story","MOVIE",2019,"R",136,NA,7.9,290643,31.056,7.8,"drama","UK"
"The Trial of the Chicago 7","MOVIE",2020,"R",130,NA,7.7,170728,16.849,7.8,"drama","USA"
"Into the Night","SHOW",2020,"TV-MA",36,2,7.1,30746,28.712,7.5,"scifi","Other"
"Criminal: UK","SHOW",2019,"TV-MA",44,2,7.6,17992,15.499,7.5,"drama","UK"
"Never Have I Ever","SHOW",2020,"TV-14",28,4,7.8,45346,72.067,8.2,"drama","USA"
"The Daily Life of the Immortal King","SHOW",2020,"TV-14",19,2,7.2,1211,48.912,8.6,"scifi","China"
"El Camino: A Breaking Bad Movie","MOVIE",2019,"R",123,NA,7.3,216847,35.145,6.9,"thriller","USA"
"Eurovision Song Contest: The Story of Fire Saga","MOVIE",2020,"PG-13",123,NA,6.5,91043,10.969,6.4,"comedy","USA"
"The Cursed","SHOW",2020,"TV-MA",62,1,7.1,395,12.63,7.3,"scifi","Korea"
"Get Organized with The Home Edit","SHOW",2020,"TV-PG",42,2,5.3,1454,6.614,7,"reality","USA"
"The Call","MOVIE",2020,NA,112,NA,7.1,29450,34.559,7.6,"thriller","Korea"
"Sweet Magnolias","SHOW",2020,"TV-14",50,2,7.3,17435,17.576,7.9,"drama","USA"
"In the Shadow of the Moon","MOVIE",2019,"R",115,NA,6.2,49894,23.345,6.1,"thriller","USA"
"Alice in Borderland","SHOW",2020,"TV-MA",47,2,7.6,47651,70.971,8.2,"action","Japan"
"Raising Dion","SHOW",2019,"TV-G",43,2,7.1,14464,31.709,7.8,"scifi","USA"
"Summerland","MOVIE",2020,"PG",100,NA,7,6052,9.936,7.6,"romance","UK"
"Kingdom","SHOW",2019,"TV-MA",48,2,8.3,43760,63.579,8.4,"action","Korea"
"The Social Dilemma","MOVIE",2020,"PG-13",94,NA,7.6,79674,18.857,7.5,"drama","USA"
"Black Summer","SHOW",2019,"TV-MA",39,2,6.5,28657,28.71,7.1,"scifi","USA"
"Fantastic Fungi","MOVIE",2019,NA,81,NA,7.4,7890,9.346,7.2,"documentation","USA"
"The Promised Neverland","SHOW",2019,"TV-MA",23,2,8.4,34730,56.8,8.9,"scifi","Japan"
"Dracula","SHOW",2020,"TV-MA",88,1,6.8,45971,27.166,7.2,"action","UK"
"Mank","MOVIE",2020,"R",131,NA,6.8,71244,13.558,6.8,"comedy","USA"
"6 Underground","MOVIE",2019,"R",127,NA,6.1,168919,47.628,6.3,"action","USA"
"I Care a Lot","MOVIE",2020,"R",118,NA,6.3,128172,33.554,6.6,"comedy","USA"
"His House","MOVIE",2020,NA,93,NA,6.5,38870,37.556,6.5,"drama","UK"
"The Dark Crystal: Age of Resistance","SHOW",2019,"TV-PG",51,1,8.4,24164,37.456,7.8,"scifi","UK"
"When They See Us","SHOW",2019,"TV-MA",74,1,8.9,114127,21.628,8.2,"drama","USA"
"Cocomelon","SHOW",2019,"TV-PG",8,4,4.9,522,6.492,6.3,"animation","USA"
"Another Life","SHOW",2019,"TV-MA",42,2,5.2,35108,98.27,6,"scifi","USA"
"Crash Landing on You","SHOW",2019,NA,86,1,NA,NA,48.795,8.8,"drama","Korea"
"Living with Yourself","SHOW",2019,"TV-MA",26,2,7.2,30134,16.946,6.8,"drama","USA"
"The Platform","MOVIE",2019,NA,94,NA,7,207877,54.034,7,"horror","Spain"
"The Movies That Made Us","SHOW",2019,"TV-PG",47,3,7.6,6147,9.973,7.4,"history","USA"
"Giri/Haji","SHOW",2019,"TV-MA",58,1,7.8,13570,17.212,7.7,"thriller","UK"
"Don't F**k with Cats: Hunting an Internet Killer","SHOW",2019,"TV-MA",62,1,8,50250,20.798,7.7,"crime","USA"
"The Forgotten Battle","MOVIE",2020,NA,124,NA,7.1,26368,63.03,7.2,"drama","Other"
"Always Be My Maybe","MOVIE",2019,"PG-13",101,NA,6.8,54166,14.207,6.6,"romance","USA"
"Enola Holmes","MOVIE",2020,"PG-13",123,NA,6.6,160806,30.97,7.4,"crime","USA"
"Scary Stories to Tell in the Dark","MOVIE",2019,"PG-13",108,NA,6.2,73859,41.917,6.5,"horror","Canada"
"The Valhalla Murders","SHOW",2019,"TV-MA",46,1,7.1,13038,8.396,6.8,"thriller","Other"
"Triple Frontier","MOVIE",2019,"R",125,NA,6.4,124218,27.886,6.3,"thriller","USA"
"Fast Color","MOVIE",2019,"PG-13",102,NA,6,6194,18.162,6,"thriller","USA"
"The Midnight Sky","MOVIE",2020,"PG-13",118,NA,5.6,81513,17.841,5.8,"drama","USA"
"Official Secrets","MOVIE",2019,"R",112,NA,7.3,45200,16.557,7.2,"thriller","UK"
"The Hateful Eight: Extended Version","SHOW",2019,"TV-MA",199,1,NA,NA,1.96,10,"western","USA"
"Barbarians","SHOW",2020,"TV-MA",47,1,7.2,23180,60.811,7.4,"action","Germany"
"I Am Mother","MOVIE",2019,"PG-13",113,NA,6.7,87891,18.208,6.7,"scifi","Australia"
"Marianne","SHOW",2019,"TV-MA",49,1,7.4,14518,23.254,7.7,"thriller","France"
"The Haunting of Bly Manor","SHOW",2020,"TV-MA",55,1,7.3,96015,28.261,7.8,"drama","USA"
"Roswell, New Mexico","SHOW",2019,"TV-14",42,3,6.2,11928,34.937,8.1,"scifi","USA"
"The Old Guard","MOVIE",2020,"R",125,NA,6.6,155135,22.536,7.2,"fantasy","USA"
"Hollywood","SHOW",2020,"TV-MA",50,1,7.5,35067,15.085,7.6,"drama","USA"
"The Midnight Gospel","SHOW",2020,"TV-MA",25,1,NA,NA,29.669,8.4,"scifi","USA"
"The Outpost","MOVIE",2020,"R",123,NA,6.8,31819,20.829,6.9,"drama","USA"
"Cursed","SHOW",2020,"TV-MA",55,1,5.8,29446,39.313,7.4,"scifi","USA"
"Extraction","MOVIE",2020,"R",116,NA,6.7,192132,55.868,7.4,"thriller","USA"
"To the Lake","SHOW",2019,"TV-MA",43,2,7.2,12456,51.377,7.3,"scifi","Other"
"Pokémon Journeys: The Series","SHOW",2020,"TV-Y7",22,1,6.9,472,1.4,6,"animation","Japan"
"The Defeated","SHOW",2020,"TV-MA",54,1,7,5597,11.772,7,"drama","Germany"
"Occupation: Rainfall","MOVIE",2020,"R",128,NA,5.6,14122,13.036,5.7,"action","Australia"
"Conversations with a Killer: The Ted Bundy Tapes","SHOW",2019,"TV-MA",59,1,7.8,27439,12.764,7.6,"crime","USA"
"Extremely Wicked, Shockingly Evil and Vile","MOVIE",2019,"R",111,NA,6.7,91162,19.448,7,"crime","USA"
"I Am Not Okay with This","SHOW",2020,"TV-MA",21,1,7.5,56459,31.121,8.2,"comedy","USA"
"Tiger King","SHOW",2020,"TV-MA",44,2,7.5,76961,13.05,7.1,"crime","USA"
"#Alive","MOVIE",2020,NA,98,NA,6.3,37199,61.465,7.3,"thriller","Korea"
"Unorthodox","SHOW",2020,"TV-MA",54,1,8,74118,12.826,7.9,"drama","Germany"
"The Old Ways","MOVIE",2020,"R",90,NA,5.4,5708,14.7,7.2,"fantasy","USA"
"The Half of It","MOVIE",2020,"PG-13",104,NA,6.9,34959,19.524,7.2,"comedy","USA"
"After","MOVIE",2019,"PG-13",106,NA,5.2,52180,152.738,7.2,"drama","USA"
"Dolemite Is My Name","MOVIE",2019,"R",118,NA,7.2,59836,13.072,7,"comedy","USA"
"Warrior Nun","SHOW",2020,"TV-MA",43,1,6.8,29164,43.914,7.9,"scifi","USA"
"Ragnarok","SHOW",2020,"TV-MA",47,2,7.5,36185,122.034,8.1,"action","Other"
"The Order","SHOW",2019,"TV-MA",48,2,6.7,27286,44.535,7.9,"scifi","USA"
"The Professor and the Madman","MOVIE",2019,NA,124,NA,7.2,44418,13.722,7.2,"thriller","USA"
"The Paper Tigers","MOVIE",2020,"PG-13",108,NA,6.3,4144,5.656,6.9,"comedy","USA"
"Pieces of a Woman","MOVIE",2020,"R",127,NA,7,47795,17.31,7.1,"drama","Other"
"Love on the Spectrum","SHOW",2019,"TV-14",42,2,8.6,5210,5.101,7.7,"reality","Australia"
"Code 8","MOVIE",2019,NA,99,NA,6.1,38850,20.42,6.2,"scifi","UK"
"Jiu Jitsu","MOVIE",2020,"R",102,NA,2.9,8502,136.841,5,"fantasy","USA"
"Bad Trip","MOVIE",2020,NA,87,NA,6.5,23979,97.195,6.1,"comedy","USA"
"Away","SHOW",2020,"TV-14",50,1,6.6,23706,34.725,6.9,"scifi","USA"
"The Wind","MOVIE",2019,"R",86,NA,5.5,8078,9.685,5.6,"western","USA"
"The Pharmacist","SHOW",2020,"TV-MA",54,1,7.7,6989,4.118,8.4,"crime","USA"
"Five Feet Apart","MOVIE",2019,"PG-13",116,NA,7.2,61878,61.598,8.3,"romance","USA"
"Sweet Home","SHOW",2020,"TV-MA",52,1,NA,NA,74.635,8.6,"scifi","Korea"
"Ghost in the Shell: SAC_2045","SHOW",2020,"TV-14",25,2,6.2,2020,15.055,6.2,"scifi","Japan"
"Murder Mystery","MOVIE",2019,"PG-13",97,NA,6,120532,33.858,6.2,"comedy","USA"
"The Water Man","MOVIE",2020,"PG",92,NA,5.4,3641,20.288,6.2,"action","USA"
"Rebecca","MOVIE",2020,"PG-13",121,NA,6,40447,11.83,6.3,"thriller","UK"
"The Politician","SHOW",2019,"TV-14",43,2,7.5,21887,19.833,7.5,"comedy","USA"
"The Society","SHOW",2019,"TV-MA",56,1,7,27693,28.6,7.7,"scifi","USA"
"The Untamed","SHOW",2019,"TV-14",44,1,8.8,5963,52.565,9.1,"action","China"
"Countdown","MOVIE",2019,"PG-13",90,NA,NA,NA,34.6,6.4,"horror","USA"
"Fyre","MOVIE",2019,NA,98,NA,7.2,44715,11.622,6.9,"documentation","USA"
"Fractured","MOVIE",2019,"R",99,NA,6.4,70860,20.986,6.7,"thriller","USA"
"Da 5 Bloods","MOVIE",2020,"R",156,NA,6.5,50236,10.461,6.6,"war","USA"
"Our Planet","SHOW",2019,"TV-G",50,1,9.3,41386,14.33,8.8,"documentation","UK"
"The Family","SHOW",2019,"TV-14",26,1,6.4,3491,8.605,6.9,"documentation","USA"
"The Spy","SHOW",2019,"TV-MA",53,1,7.9,40535,14.528,7.6,"drama","France"
"Lies and Deceit","SHOW",2020,NA,49,1,NA,NA,27.359,4.3,"thriller","Spain"
"Daybreak","SHOW",2019,"TV-MA",44,1,6.7,19398,20.154,7.3,"scifi","USA"
"The Highwaymen","MOVIE",2019,"R",132,NA,6.9,88714,19.718,6.7,"thriller","USA"
"The Disciple","MOVIE",2020,NA,128,NA,7.1,2471,4.042,6.9,"drama","India"
"Kiss the Ground","MOVIE",2020,NA,84,NA,8.2,6607,9.895,8.1,"documentation","USA"
"The Dirt","MOVIE",2019,"R",108,NA,6.9,47603,19.057,7.5,"drama","USA"
"The Woods","SHOW",2020,"TV-MA",43,1,NA,NA,9.011,7.1,"drama","Other"
"Ava","MOVIE",2020,"R",96,NA,5.4,53131,217.7,5.7,"drama","USA"
"The Comey Rule","SHOW",2020,"TV-MA",82,1,7.4,8598,9.914,7.3,"war","USA"
"Merli: Dare to Know","SHOW",2019,"TV-MA",48,2,7.6,1711,98.052,8.4,"drama","Spain"
"American Pie Presents: Girls' Rules","MOVIE",2020,"R",95,NA,NA,NA,55.783,6.4,"comedy","USA"
"Too Hot to Handle","SHOW",2020,"TV-MA",42,3,4.6,12001,19.838,6.8,"reality","USA"
"The Night Clerk","MOVIE",2020,"R",90,NA,5.5,14600,12.377,6.1,"thriller","USA"
"Ma Rainey's Black Bottom","MOVIE",2020,"R",94,NA,6.9,50275,12.157,6.7,"music","USA"
"Ratched","SHOW",2020,"TV-MA",54,2,7.2,52731,49.499,7.8,"crime","USA"
"Polar","MOVIE",2019,"R",118,NA,6.3,87080,24.449,6.3,"action","USA"
"DC Super Hero Girls","SHOW",2019,"TV-PG",10,2,7.2,1193,20.123,8.2,"scifi","USA"
"Yes, God, Yes","MOVIE",2020,"R",78,NA,6.1,14496,49.323,6.4,"comedy","UK"
"The Prom","MOVIE",2020,"PG-13",130,NA,5.9,26197,1.596,6.2,"comedy","USA"
"Dark Desire","SHOW",2020,"TV-MA",34,2,6.5,7135,180.627,7.3,"drama","Mexico"
"Unsolved Mysteries","SHOW",2020,"TV-MA",49,2,7.3,9391,21.135,7.8,"documentation","USA"
"We Summon the Darkness","MOVIE",2020,"R",91,NA,5.2,10056,12.153,5.6,"horror","USA"
"The English Game","SHOW",2020,"TV-14",48,1,NA,NA,13.462,7.7,"drama","UK"
"Someone Great","MOVIE",2019,"R",92,NA,6.2,21501,12.918,6.4,"romance","USA"
"Tread","MOVIE",2020,NA,88,NA,7.1,2861,6.613,6.7,"crime","USA"
"Radium Girls","MOVIE",2020,NA,102,NA,6.2,1659,5.989,6.9,"drama","USA"
"Sweetheart","MOVIE",2019,"PG-13",82,NA,5.8,8074,15.792,6.5,"horror","USA"
"WHAT / IF","SHOW",2019,"TV-MA",59,1,6.3,15135,21.388,6.7,"drama","USA"
"The Wrong Missy","MOVIE",2020,"R",90,NA,5.7,38647,22.796,6.2,"comedy","USA"
"David Attenborough: A Life on Our Planet","MOVIE",2020,"PG",83,NA,9,31180,14.834,8.5,"documentation","UK"
"Skylines","MOVIE",2020,"R",113,NA,4.7,7971,79.186,5.6,"scifi","France"
"The Laundromat","MOVIE",2019,"R",96,NA,6.3,49391,13.77,6,"drama","USA"
"It's Okay to Not Be Okay","SHOW",2020,"TV-MA",76,1,8.6,21104,67.024,8.6,"drama","Korea"
"Trinkets","SHOW",2019,"TV-MA",26,2,7,10263,25.549,8.1,"comedy","USA"
"Over the Moon","MOVIE",2020,"PG",95,NA,6.3,21562,60.545,7.3,"family","China"
"The Two Popes","MOVIE",2019,"PG-13",125,NA,7.6,120871,17.506,7.5,"drama","USA"
"Messiah","SHOW",2020,"TV-MA",45,1,7.6,42018,13.871,7.4,"drama","USA"
"BEASTARS","SHOW",2019,"TV-MA",23,2,7.7,9440,72.782,8.7,"drama","Japan"
"Dorohedoro","SHOW",2020,"TV-MA",24,1,8.1,7813,27.217,8.6,"scifi","Japan"
"Undercover","SHOW",2019,"TV-MA",49,3,7.8,16773,20.899,8.1,"drama","Other"
"IO","MOVIE",2019,"PG-13",96,NA,4.7,33724,20.028,4.9,"scifi","USA"
"All the Bright Places","MOVIE",2020,NA,108,NA,6.5,28355,56.467,7.7,"drama","USA"
"Velvet Buzzsaw","MOVIE",2019,"R",112,NA,5.7,59491,11.402,5.3,"thriller","USA"
"Bonding","SHOW",2019,"TV-MA",17,2,7.1,15871,19.611,7.3,"comedy","USA"
"Cheer","SHOW",2020,"TV-MA",56,2,8.1,6145,10.286,7.5,"documentation","USA"
"The Occupant","MOVIE",2020,"R",103,NA,6.4,16939,13.35,6.3,"thriller","Spain"
"Can You Keep a Secret?","MOVIE",2019,NA,94,NA,5.3,16049,12.18,6.6,"comedy","USA"
"Wu Assassins","SHOW",2019,"TV-MA",44,1,6.4,12799,23.22,7.3,"scifi","USA"
"Greatest Events of WWII in Colour","SHOW",2019,NA,50,1,8.7,8508,7.826,8.6,"documentation","UK"
"Pokémon the Movie: Secrets of the Jungle","MOVIE",2020,NA,99,NA,6.4,1817,88.067,7.1,"action","Japan"
"Lego Jurassic World: Legend of Isla Nublar","SHOW",2019,"TV-PG",22,1,6.7,272,14.65,7.3,"scifi","Canada"
"The Red Sea Diving Resort","MOVIE",2019,"R",129,NA,6.6,28051,11.768,6.9,"thriller","USA"
"Green Eggs and Ham","SHOW",2019,"TV-Y7",28,2,8.1,2556,14.865,8.5,"action","USA"
"Crip Camp: A Disability Revolution","MOVIE",2020,"R",108,NA,7.7,7264,12.886,7.3,"documentation","USA"
"American Factory","MOVIE",2019,NA,110,NA,7.4,21415,13.07,7.2,"documentation","USA"
"Stateless","SHOW",2020,"TV-14",53,1,7.5,9218,6.874,6.9,"drama","Australia"
"The Wandering Earth","MOVIE",2019,"PG-13",126,NA,5.9,29840,22.655,6.4,"scifi","China"
"Caliphate","SHOW",2020,"TV-MA",48,1,8.2,17735,12.921,7.4,"war","Other"
"Down to Earth with Zac Efron","SHOW",2020,"TV-PG",39,1,8,6446,17.015,7.8,"documentation","USA"
"Wine Country","MOVIE",2019,"R",103,NA,5.4,20836,11.382,5.5,"comedy","USA"
"Between Two Ferns: The Movie","MOVIE",2019,NA,82,NA,6.1,31193,9.934,5.9,"comedy","USA"
"Avengement","MOVIE",2019,NA,90,NA,6.5,15426,11.706,6.8,"action","UK"
"Jeffrey Epstein: Filthy Rich","SHOW",2020,"TV-MA",57,1,7.1,23216,25.26,7.3,"crime","USA"
"The Wolf's Call","MOVIE",2019,NA,115,NA,6.9,17236,17.436,7.6,"thriller","France"
"The Silence","MOVIE",2019,"PG-13",91,NA,5.3,43732,19.844,6,"horror","Germany"
"Summertime","SHOW",2020,"TV-MA",43,3,6,2573,87.796,7,"drama","Italy"
"L.A.'s Finest","SHOW",2019,"TV-14",47,2,6.1,7000,26.53,7.3,"drama","USA"
"Holiday Secrets","SHOW",2019,NA,38,1,6.5,1134,5.085,6.4,"drama","Germany"
"Almost Happy","SHOW",2020,"TV-MA",27,2,6.8,870,8.845,7.2,"comedy","Argentina"
"Interior Design Masters","SHOW",2019,NA,57,3,6.4,1356,14.763,6.9,"reality","UK"
"A Shaun the Sheep Movie: Farmageddon","MOVIE",2019,"G",87,NA,6.8,13267,14.16,6.9,"comedy","UK"
"Blood of Zeus","SHOW",2020,"TV-MA",32,1,NA,NA,32.283,8.1,"action","USA"
"Dash & Lily","SHOW",2020,"TV-14",25,1,7.5,16978,20.229,8.3,"comedy","USA"
"Dare Me","SHOW",2019,"TV-MA",43,1,6.6,5098,24.114,7.9,"thriller","USA"
"Atlantics","MOVIE",2019,"PG-13",106,NA,6.7,9306,9.961,6.7,"fantasy","Other"
"Last Breath","MOVIE",2019,NA,85,NA,7.7,5447,10.652,7.6,"documentation","Other"
"The Gift","SHOW",2019,"TV-MA",45,3,7,21582,12.379,7.8,"scifi","Turkey"
"The Boy Who Harnessed the Wind","MOVIE",2019,NA,113,NA,7.6,36805,40.059,7.9,"drama","Other"
"We Have Always Lived in the Castle","MOVIE",2019,NA,90,NA,5.6,7063,10.469,5.4,"thriller","USA"
"Spenser Confidential","MOVIE",2020,"R",111,NA,6.2,85270,21.731,6.5,"thriller","USA"
"Doom: Annihilation","MOVIE",2019,"R",97,NA,3.7,9200,27.95,4.9,"scifi","USA"
"October Faction","SHOW",2020,"TV-MA",41,1,6.1,10854,19.174,6.8,"drama","USA"
"Deaf U","SHOW",2020,"TV-MA",20,1,6.4,462,14.943,5.8,"reality","USA"
"Blown Away","SHOW",2019,"TV-PG",25,2,7.1,2876,11.497,7.5,"reality","Canada"
"Girl on the Third Floor","MOVIE",2019,NA,93,NA,4.7,9823,9.904,5.3,"thriller","USA"
"Medical Police","SHOW",2020,"TV-MA",24,1,5.9,4136,9.216,6.7,"comedy","USA"
"The Great Hack","MOVIE",2019,NA,114,NA,7.1,22838,18.974,6.8,"documentation","USA"
"Rocks","MOVIE",2019,NA,93,NA,7.4,4552,6.099,6.7,"drama","UK"
